                  螺纹主连 (RBL8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      时间,    开盘,    最高,    最低,    收盘,         成交量,EXPMA1.EXP0  ,EXPMA1.EXP1  ,EXPMA1.EXP2  ,EXPMA1.EXP3  ,EXPMA1.EXP4  ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,TTEST.多头  ,TTEST.空头  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,LH_ZDF.LS    ,LH_ZDF.US    ,LH_ZDF.MAB   ,LH_ZDF.ZFS   ,LH_ZDF.MA_US ,LH_ZDF.MA_LS ,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0 ,LH_ZDF.BIAS1 ,LH_ZDF.BIAS2 ,LH_ZDF.BIAS3 ,LH_ZDF.BIAS4 
 2022/11/09-10:00,3577,3577,3573,3573,22342,3578.14,3580.84,3576.27,3569.86,3557.93,0,0,0,0,0,0,0,0,0,22342,15201.4,27270.45,21994.98,1.02,1,3,0,0,0,0,1,1,0,1,0,0,0,39,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88,1.28,1.8,3.34,999.64,999.77,999.95,1000.03,1000.07,999.84,999.86,1000.01,1000.07,999.74,0,0,3.15,1.27,1.65,2.25,0,-1.31,-2.19,-0.92,0.88,4.23
 2022/11/09-10:05,3573,3578,3571,3574,17905,3577.31,3580.18,3576.16,3570,3558.2,0,0,0,0,0,0,0,0,0,17905,14335,26368.13,22040.13,0.81,0,3,0,0,0,0,0,0,1,0,1,0,0,40,37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.93,1.13,1.73,3.31,999.77,999.82,999.97,1000.04,1000.07,999.83,999.85,1000,1000.06,999.71,2,4,3.15,0.32,1.75,2.25,0,-0.8,-1.73,-0.6,1.12,4.44
 2022/11/09-10:10,3574,3578,3573,3575,8546,3576.85,3579.69,3576.11,3570.16,3558.48,0,0,0,0,0,0,0,0,0,8546,13247.3,25261.22,21757.35,0.39,0,2,0,0,0,0,0,0,0,0,1,0,0,41,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.91,1,1.66,3.27,999.87,999.86,999.98,1000.05,1000.08,999.78,999.83,999.98,1000.05,999.82,1,3,2.85,0.35,1.8,2.2,0,-0.41,-1.31,-0.31,1.35,4.64
 2022/11/09-10:15,3574,3579,3574,3578,6800,3577.08,3579.53,3576.2,3570.42,3558.8,0,0,0,0,0,0,0,0,0,6800,12095.4,23949.15,21556.26,0.32,0,1,0,0,0,0,0,0,0,0,1,0,0,42,39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.77,0.93,1.62,3.25,1000.06,999.96,1000.03,1000.07,1000.09,999.84,999.85,999.98,1000.05,999.97,0,1,3,1.33,1.6,2.1,0,0.34,-0.43,0.5,2.12,5.4
 2022/11/09-10:35,3580,3589,3580,3588,33484,3579.26,3580.34,3576.77,3571,3559.28,1,0,1,1,0,0,0,0,0,33484,14577.4,23378.57,21626.37,1.55,0,2,0,0,0,1,0,1,0,0,1,0,0,43,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.29,1,1.62,3.28,1000.61,1000.23,1000.16,1000.16,1000.14,1000.08,999.97,1000.03,1000.08,1000.34,0,1,3.25,2.46,1.55,2,0,2.43,2.14,3.14,4.76,8.07
 2022/11/09-10:40,3589,3591,3587,3588,18895,3581.01,3581.07,3577.32,3571.55,3559.76,0,0,0,0,0,0,0,0,0,18895,14954.3,21839.03,21595.22,0.87,0,2,0,0,0,0,0,0,1,0,1,0,1,44,41,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,1.05,1.61,3.3,1000.49,1000.2,1000.15,1000.16,1000.13,1000.26,1000.06,1000.08,1000.11,1000.55,1,2,3.2,0.31,1.6,1.85,0,1.89,1.94,2.99,4.6,7.93
 2022/11/09-10:45,3587,3590,3587,3590,7951,3582.81,3581.92,3577.94,3572.16,3560.26,0,0,0,0,0,0,0,1,0,7951,14825.1,20838.85,21457.72,0.37,0,0,0,0,0,0,0,0,0,0,1,0,2,45,42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1.11,1.62,3.33,1000.5,1000.24,1000.17,1000.17,1000.14,1000.42,1000.16,1000.13,1000.14,1000.5,0,0,3.3,0.91,1.55,1.6,0,1.91,2.26,3.37,4.99,8.35
 2022/11/09-10:50,3590,3594,3586,3587,19207,3583.65,3582.4,3578.38,3572.65,3560.7,0,0,0,0,0,0,0,0,0,19207,15335.1,20566.47,21383.72,0.9,1,0,0,0,0,0,1,0,0,0,0,1,3,46,43,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,1.13,1.61,3.34,1000.23,1000.14,1000.12,1000.14,1000.12,1000.46,1000.2,1000.15,1000.16,1000.37,1,4,3.4,0.88,1.7,1.5,0,0.83,1.28,2.41,4.02,7.39
 2022/11/09-10:55,3586,3587,3580,3585,15079,3583.92,3582.65,3578.7,3573.05,3561.1,0,0,0,0,0,0,0,0,0,15079,15745,20108.45,21396.5,0.7,0,0,0,0,0,0,0,0,0,0,0,1,4,47,44,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,1.1,1.58,3.34,1000.08,1000.07,1000.09,1000.11,1000.11,1000.33,1000.16,1000.13,1000.14,1000.15,5,1,3.4,0.29,1.65,1.65,0,0.21,0.66,1.76,3.34,6.71
 2022/11/09-11:00,3584,3585,3578,3579,14423,3582.93,3582.3,3578.72,3573.25,3561.4,0,0,1,0,0,0,0,0,0,14423,16463.2,20079.05,21404.63,0.67,0,0,0,0,0,0,0,0,0,0,0,1,5,48,45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22,1,1.53,3.32,999.73,999.9,1000,1000.05,1000.08,1000.13,1000.09,1000.1,1000.12,999.9,1,1,3.55,1.41,1.65,1.15,0,-1.14,-0.92,0.08,1.61,4.94
 2022/11/09-11:05,3580,3583,3579,3582,7442,3582.75,3582.27,3578.88,3573.53,3561.74,0,0,0,0,0,0,0,0,0,7442,14973.2,19859.35,21206.59,0.35,0,0,0,0,0,0,0,0,0,0,0,1,6,49,46,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.95,1.5,3.3,999.95,999.99,1000.04,1000.08,1000.1,1000,1000.02,1000.07,1000.1,999.84,1,1,3.3,0.61,1.65,1.15,0,-0.23,-0.08,0.87,2.37,5.69
 2022/11/09-11:10,3581,3586,3579,3579,7693,3582,3581.96,3578.88,3573.71,3562.02,0,0,0,0,0,0,0,0,0,7693,13952,19338.78,20963.68,0.37,0,0,0,0,0,0,0,0,0,0,1,0,7,50,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.86,1.45,3.27,999.79,999.91,1000,1000.05,1000.08,999.89,999.97,1000.04,1000.07,999.87,0,5,3.05,0.66,1.9,1.05,0,-0.83,-0.83,0.03,1.48,4.77
 2022/11/09-11:15,3579,3592,3577,3591,19466,3583.8,3582.82,3579.48,3574.28,3562.5,1,0,1,1,0,0,0,0,0,19466,15044,18988.3,20885.84,0.93,1,0,0,0,0,0,1,0,0,0,0,1,8,51,48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0.94,1.45,3.3,1000.5,1000.24,1000.17,1000.16,1000.13,999.99,1000.01,1000.05,1000.09,1000.15,2,1,3.55,3.38,1.9,1.05,0,1.96,2.28,3.22,4.68,8
 2022/11/09-11:20,3591,3593,3588,3591,13569,3585.24,3583.6,3580.04,3574.83,3562.97,0,0,0,0,0,0,0,0,0,13569,15720.9,18354.63,20719.49,0.65,0,0,0,0,0,0,0,0,0,0,0,1,9,52,49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,1.46,3.32,1000.4,1000.22,1000.16,1000.15,1000.13,1000.16,1000.09,1000.09,1000.11,1000.45,3,2,3.3,0,1.8,1.2,0,1.52,2.06,3.06,4.52,7.87
 2022/11/09-11:25,3591,3597,3587,3588,27560,3585.79,3584.02,3580.43,3575.26,3563.39,0,0,0,0,0,0,0,0,0,27560,15128.5,18435.7,20793.57,1.33,0,0,0,0,0,1,0,0,1,0,0,1,10,53,50,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.58,1,1.45,3.32,1000.15,1000.12,1000.11,1000.12,1000.12,1000.21,1000.12,1000.11,1000.12,1000.28,1,6,3.25,0.92,2.1,1.25,1,0.53,1.11,2.12,3.56,6.91
 2022/11/09-11:30,3587,3591,3581,3584,23131,3585.43,3584.02,3580.6,3575.55,3563.73,0,0,0,0,0,0,0,0,0,23131,15552.1,18558.5,20679.21,1.12,0,0,0,0,0,0,0,0,1,0,0,1,11,54,51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.96,1.41,3.31,999.9,1000,1000.05,1000.08,1000.1,1000.24,1000.14,1000.12,1000.13,1000.03,3,4,3.35,0.9,2.05,1.3,0,-0.45,0,0.95,2.36,5.69
 2022/11/09-13:35,3587,3594,3583,3588,34891,3585.95,3584.4,3580.96,3575.95,3564.13,0,0,0,0,0,0,0,0,0,34891,18246.1,18621.93,20507.48,1.7,0,0,0,0,0,1,0,1,0,0,0,1,12,55,52,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.49,0.96,1.4,3.31,1000.14,1000.11,1000.1,1000.11,1000.11,1000.15,1000.11,1000.1,1000.12,1000.02,4,6,3.2,0.31,2.25,1.5,2,0.51,1.01,1.97,3.37,6.7
 2022/11/09-13:40,3588,3595,3588,3592,11802,3587.16,3585.12,3581.5,3576.48,3564.59,0,0,0,0,0,0,0,0,0,11802,17505.6,18465.2,20435.92,0.58,0,0,0,0,0,0,0,0,0,0,0,1,13,56,53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.01,1.4,3.32,1000.34,1000.2,1000.15,1000.15,1000.13,1000.13,1000.11,1000.1,1000.12,1000.24,0,3,3.35,1.19,2.3,1.35,0,1.27,1.92,2.93,4.34,7.69
 2022/11/09-13:45,3592,3592,3578,3580,22239,3585.73,3584.63,3581.43,3576.6,3564.84,1,0,1,1,0,0,0,0,0,22239,18221.6,18666.68,20275.13,1.1,0,0,0,0,0,0,0,0,1,0,0,1,14,57,54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0.9,1.35,3.29,999.6,999.86,999.98,1000.03,1000.07,1000,1000.04,1000.07,1000.09,999.97,2,0,3.7,3.24,2.25,1.4,0,-1.62,-1.29,-0.4,0.95,4.25
 2022/11/09-13:50,3579,3581,3575,3578,27010,3584.18,3584,3581.26,3576.64,3565.06,0,0,0,0,0,0,0,0,0,27010,19480.3,19114,20294.23,1.33,0,0,0,0,0,0,0,0,1,0,0,1,15,58,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02,0.77,1.29,3.24,999.57,999.82,999.95,1000.01,1000.06,999.91,1000,1000.05,1000.08,999.58,3,2,3.55,0.28,2.35,1.5,1,-1.69,-1.67,-0.91,0.38,3.63
 2022/11/09-13:55,3578,3582,3576,3582,13051,3583.74,3583.81,3581.3,3576.82,3565.34,0,0,0,0,0,0,0,0,0,13051,20041.2,19199.5,20265.36,0.64,0,0,0,0,0,0,0,0,0,0,0,1,0,59,56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,0.7,1.25,3.21,999.88,999.95,1000.01,1000.05,1000.08,999.85,999.96,1000.02,1000.06,999.72,2,0,3.55,1.13,2.35,1.6,0,-0.45,-0.51,0.2,1.45,4.67
 2022/11/09-14:00,3583,3589,3580,3587,18381,3584.4,3584.11,3581.57,3577.15,3565.7,0,0,0,0,0,0,0,0,0,18381,21110,19345.43,20280.39,0.91,0,0,0,0,0,0,0,0,1,0,0,1,1,60,57,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.71,1.24,3.2,1000.18,1000.08,1000.08,1000.09,1000.1,999.81,999.93,1000.01,1000.05,1000.03,3,2,3.7,1.08,2.25,1.65,0,0.74,0.81,1.51,2.75,5.97
 2022/11/09-14:05,3588,3591,3584,3588,18679,3585.12,3584.48,3581.89,3577.51,3566.07,0,0,0,0,0,0,0,0,0,18679,21031.3,18967.55,20327.47,0.92,0,0,0,0,0,0,0,0,1,0,0,1,2,61,58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.73,1.22,3.2,1000.2,1000.1,1000.09,1000.1,1000.1,999.96,999.99,1000.03,1000.06,1000.19,4,3,3.65,0,2.25,1.8,0,0.79,0.98,1.71,2.93,6.15
 2022/11/09-14:10,3588,3595,3588,3591,19914,3586.29,3585.11,3582.33,3577.95,3566.48,0,0,0,0,0,0,0,0,0,19914,21665.8,18075.72,20375.8,0.98,0,0,0,0,0,0,0,0,1,0,0,1,3,62,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.78,1.22,3.21,1000.33,1000.17,1000.12,1000.12,1000.12,1000.15,1000.08,1000.07,1000.09,1000.26,0,4,3.6,0.83,2.4,1.8,0,1.26,1.64,2.42,3.65,6.88
 2022/11/09-14:15,3591,3592,3586,3589,12213,3586.83,3585.48,3582.66,3578.31,3566.85,0,0,0,0,0,0,0,0,0,12213,20131.1,17891.55,20345.25,0.6,0,0,0,0,0,0,0,0,0,0,0,1,4,63,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.79,1.21,3.2,1000.15,1000.1,1000.09,1000.1,1000.1,1000.22,1000.12,1000.09,1000.1,1000.24,3,1,3.3,0.61,2.4,1.95,0,0.55,0.98,1.77,2.99,6.21
 2022/11/09-14:20,3590,3592,3587,3592,9093,3587.87,3586.1,3583.11,3578.76,3567.27,0,0,0,0,0,0,0,0,0,9093,18727.3,17661.3,20309.68,0.45,0,0,0,0,0,0,0,0,0,0,0,1,5,64,61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.83,1.22,3.21,1000.29,1000.17,1000.13,1000.13,1000.12,1000.24,1000.14,1000.11,1000.11,1000.22,3,0,3.35,0.6,2.3,2.05,0,1.08,1.65,2.48,3.7,6.93
 2022/11/09-14:25,3592,3593,3586,3587,11967,3587.69,3586.18,3583.3,3579.03,3567.59,0,0,0,0,0,0,0,0,0,11967,16434.9,17638.68,20334.82,0.59,0,0,0,0,0,0,0,0,0,0,0,1,6,65,62,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.8,1.19,3.2,999.95,1000.02,1000.05,1000.08,1000.09,1000.18,1000.12,1000.1,1000.11,1000.12,1,1,3.45,1.45,2.35,2.1,0,-0.25,0.23,1.03,2.23,5.44
 2022/11/09-14:30,3588,3592,3586,3590,10179,3588.16,3586.55,3583.63,3579.39,3567.96,0,0,0,0,0,0,0,0,0,10179,16272.6,17662.32,20348.93,0.5,0,0,0,0,0,0,0,0,0,0,0,1,7,66,63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.82,1.18,3.19,1000.13,1000.1,1000.09,1000.1,1000.1,1000.13,1000.1,1000.09,1000.1,1000.04,2,2,3.4,0.59,2.25,2.15,0,0.46,0.96,1.78,2.96,6.18
 2022/11/09-14:35,3590,3595,3588,3588,18396,3588.12,3586.69,3583.84,3579.67,3568.3,0,0,0,0,0,0,0,0,0,18396,15888.3,17599.22,20403.8,0.9,0,0,0,0,0,0,0,0,0,0,0,1,8,67,64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44,0.79,1.16,3.18,999.99,1000.04,1000.06,1000.08,1000.09,1000.09,1000.08,1000.08,1000.1,1000.06,0,5,3.45,0.58,2.45,1.9,0,-0.08,0.37,1.16,2.33,5.52
 2022/11/09-14:40,3588,3591,3587,3587,10857,3587.9,3586.72,3584,3579.91,3568.6,0,0,0,0,0,0,0,0,0,10857,14273,16214.95,20393.07,0.53,0,0,0,0,0,0,0,0,0,0,1,0,9,68,65,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.76,1.14,3.16,999.94,1000.01,1000.04,1000.07,1000.09,1000,1000.04,1000.06,1000.08,999.96,0,3,3.25,0.31,2.55,1.85,0,-0.28,0.08,0.84,1.98,5.15
 2022/11/09-14:45,3587,3592,3587,3592,9674,3588.72,3587.22,3584.39,3580.31,3568.99,0,0,0,0,0,0,0,0,0,9674,13935.3,16037.78,20382.01,0.47,0,0,0,0,0,0,0,0,0,0,1,0,10,69,66,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46,0.79,1.14,3.16,1000.23,1000.14,1000.11,1000.11,1000.11,1000.07,1000.07,1000.08,1000.09,1000.08,0,0,3.4,1.47,2.5,1.8,0,0.87,1.33,2.12,3.27,6.45
 2022/11/09-14:50,3592,3597,3592,3594,20965,3589.78,3587.86,3584.86,3580.76,3569.4,0,0,0,0,0,0,0,0,0,20965,14193.7,15897.67,20481.35,1.02,1,0,0,0,0,0,1,0,1,0,1,0,11,70,67,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0.84,1.14,3.17,1000.29,1000.18,1000.13,1000.13,1000.12,1000.11,1000.09,1000.09,1000.1,1000.26,0,3,3.4,0.59,2.4,1.8,1,1.11,1.71,2.55,3.7,6.89
 2022/11/09-14:55,3594,3604,3591,3599,43819,3591.62,3588.93,3585.55,3581.36,3569.89,0,0,0,0,0,0,0,0,0,43819,16707.7,16507.57,20774.44,2.11,0,0,1,0,0,0,0,1,0,0,1,0,12,71,68,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.86,0.94,1.17,3.2,1000.51,1000.3,1000.19,1000.17,1000.14,1000.24,1000.16,1000.12,1000.12,1000.4,3,5,3.05,1.64,2.6,1.85,1,1.94,2.81,3.75,4.93,8.15
 2022/11/09-15:00,3599,3601,3589,3590,38752,3591.3,3589.03,3585.76,3581.64,3570.23,1,0,0,1,0,0,0,0,0,38752,18591.5,17018.4,20927.87,1.85,0,0,1,0,0,0,0,1,0,0,0,1,13,72,69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.91,1.15,3.19,999.91,1000.03,1000.06,1000.08,1000.09,1000.24,1000.16,1000.12,1000.12,1000.21,1,2,3.5,2.57,2.6,1.75,0,-0.44,0.27,1.18,2.33,5.54
 2022/11/10-21:05,3580,3583,3567,3573,97121,3587.64,3587.5,3585.14,3581.36,3570.27,1,0,1,1,0,0,0,0,0,97121,27082.3,19229.82,21650.82,4.49,0,0,0,1,0,0,0,1,0,0,0,1,0,73,70,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.02,0.66,1.06,3.1,998.98,999.57,999.83,999.92,1000.01,999.92,1000.02,1000.05,1000.07,999.45,6,3,3.7,1.89,2.45,2,2,-4.03,-4.04,-3.39,-2.33,0.76
 2022/11/10-21:10,3573,3574,3565,3567,41634,3583.51,3585.55,3584.26,3580.89,3570.22,0,0,0,0,0,0,0,0,0,41634,30336.4,19892.53,21872.43,1.9,0,0,1,0,0,0,0,1,0,1,0,0,0,74,71,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.74,0.36,0.94,2.98,998.85,999.46,999.75,999.87,999.98,999.56,999.84,999.96,1000.01,998.92,2,1,3.85,1.56,2.3,1.95,0,-4.44,-5.17,-4.81,-3.88,-0.9
 2022/11/10-21:15,3566,3568,3557,3559,59263,3578.61,3583.02,3583.02,3580.17,3570.03,0,0,0,0,0,0,0,0,0,59263,35066,21143.03,22297.52,2.66,0,0,1,0,0,0,0,1,0,1,0,0,0,0,72,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.52,0,0.8,2.83,998.63,999.29,999.66,999.8,999.95,999.09,999.59,999.82,999.92,998.74,2,2,4.15,1.69,2.1,1.85,1,-5.2,-6.7,-6.7,-5.91,-3.09
 2022/11/10-21:20,3559,3563,3553,3554,46487,3573.69,3580.26,3581.61,3579.31,3569.77,0,0,0,0,0,0,0,0,0,46487,38696.8,21952.53,22509.43,2.07,0,0,1,0,0,0,0,1,0,1,0,0,0,0,73,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.21,-0.38,0.64,2.67,998.62,999.23,999.6,999.76,999.93,998.77,999.39,999.71,999.84,998.63,1,4,4.2,1.19,2.15,1.9,1,-5.14,-7.33,-7.71,-7.07,-4.42
 2022/11/10-21:25,3554,3557,3551,3552,40057,3569.35,3577.57,3580.16,3578.41,3569.47,0,0,0,0,0,0,0,0,0,40057,40862.9,22679.45,22712.42,1.76,0,0,0,0,0,0,0,1,0,1,0,0,0,0,74,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2.72,-0.73,0.49,2.5,998.79,999.25,999.6,999.75,999.92,998.72,999.31,999.65,999.79,998.71,1,3,3.7,0.54,2.3,1.85,2,-4.44,-7.15,-7.87,-7.38,-4.9
 2022/11/10-21:30,3552,3560,3552,3559,34496,3567.28,3575.8,3579.13,3577.78,3569.3,0,0,0,0,0,0,0,0,0,34496,43226.8,23360.82,22750.04,1.52,0,11,0,0,0,0,0,1,0,1,0,0,0,0,75,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78,-0.93,0.38,2.37,999.42,999.51,999.71,999.82,999.95,998.87,999.32,999.64,999.78,999.1,0,1,4,1.75,2.25,1.7,0,-1.92,-4.7,-5.62,-5.25,-2.89
 2022/11/10-21:35,3560,3560,3549,3550,38028,3563.82,3573.34,3577.71,3576.87,3568.98,0,0,0,0,0,0,0,0,0,38028,46062.2,23752.97,22769.91,1.67,0,12,0,0,0,0,0,1,0,1,0,0,0,0,76,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.08,-1.22,0.24,2.2,999.03,999.31,999.6,999.75,999.91,998.97,999.32,999.63,999.77,999.23,1,0,4.3,2.33,2.25,1.65,0,-3.46,-6.53,-7.75,-7.51,-5.32
 2022/11/10-21:40,3551,3552,3535,3535,77106,3558.06,3569.69,3575.63,3575.49,3568.42,1,0,0,1,0,0,0,0,0,77106,51676.3,25233,23257.33,3.32,0,13,0,1,0,0,0,1,0,1,0,0,0,0,77,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75,-1.66,0.04,1.98,998.38,998.98,999.42,999.62,999.84,998.91,999.26,999.58,999.73,998.71,0,1,4.9,3.27,2.2,1.5,0,-5.98,-9.72,-11.36,-11.33,-9.37
 2022/11/10-21:45,3534,3543,3534,3541,34342,3554.65,3566.96,3573.94,3574.36,3567.97,0,0,0,0,0,0,0,0,0,34342,50728.6,25877.9,23317.09,1.47,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94,-1.95,-0.12,1.79,999.04,999.23,999.53,999.68,999.87,998.97,999.26,999.57,999.72,998.71,0,2,5.25,1.33,2.15,1.3,0,-3.34,-7.28,-9.22,-9.33,-7.56
 2022/11/10-21:50,3540,3547,3540,3542,27691,3552.12,3564.58,3572.38,3573.3,3567.54,0,0,0,0,0,0,0,0,0,27691,49622.5,26400.18,23451.75,1.18,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,8,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95,-2.18,-0.26,1.61,999.29,999.33,999.56,999.7,999.88,998.94,999.21,999.53,999.69,999.16,0,5,5.2,0.38,2.2,1.3,0,-2.38,-6.33,-8.5,-8.76,-7.16
 2022/11/10-21:55,3542,3547,3536,3537,23512,3549.09,3561.95,3570.65,3572.11,3567.03,0,0,0,0,0,0,0,0,0,23512,42261.6,26150.88,23557.02,1,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,9,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06,-2.44,-0.41,1.42,999.15,999.26,999.52,999.67,999.86,998.97,999.2,999.51,999.67,999.22,1,5,5.35,0.93,2.4,1.2,0,-2.95,-7.01,-9.43,-9.83,-8.42
 2022/11/10-22:00,3538,3540,3535,3539,24693,3547.08,3559.77,3569.11,3571.03,3566.57,0,0,0,0,0,0,0,0,0,24693,40567.5,26295.82,23689.09,1.04,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,10,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97,-2.62,-0.54,1.25,999.43,999.39,999.57,999.7,999.87,999.23,999.3,999.54,999.69,999.29,3,1,5.3,0.19,2.45,1.2,0,-1.86,-5.83,-8.44,-8.97,-7.73
